id,country,poor
91947,A,0.001
45831,A,0.999
98482,A,0.25
28179,A,0.513837864868203
98825,A,0.001
1101,A,0.001
2241,A,0.001
25718,A,0.999
30902,A,0.999
8423,A,0.999
39033,A,0.999
73916,A,0.999
17478,A,0.999
86283,A,0.001
41579,A,0.999
84576,A,0.001
63065,A,0.001
68360,A,0.999
44092,A,0.526874075577398
13310,A,0.001
83761,A,0.999
83276,A,0.001
85353,A,0.75
26791,A,0.25
23898,A,0.001
62311,A,0.25
31530,A,0.999
89156,A,0.001
12991,A,0.001
18332,A,0.001
48546,A,0.75
57081,A,0.616497309183752
27653,A,0.001
52928,A,0.001
66053,A,0.25
5032,A,0.25
31297,A,0.75
64582,A,0.999
57003,A,0.001
8274,A,0.001
56312,A,0.488417580510356
97874,A,0.001
16559,A,0.001
17203,A,0.999
36667,A,0.25
80486,A,0.001
76722,A,0.001
47789,A,0.001
70456,A,0.25
47415,A,0.001
12804,A,0.001
83822,A,0.999
32238,A,0.999
54601,A,0.001
94263,A,0.001
85685,A,0.001
10657,A,0.999
74097,A,0.001
86562,A,0.001
12410,A,0.494431264970912
26132,A,0.999
83577,A,0.25
19690,A,0.999
52773,A,0.001
49483,A,0.001
16719,A,0.999
20322,A,0.001
47897,A,0.999
73692,A,0.999
31916,A,0.999
68075,A,0.999
93627,A,0.999
84374,A,0.999
63891,A,0.001
59028,A,0.001
43003,A,0.471550248072403
95033,A,0.508120958324217
48279,A,0.407668754665771
71913,A,0.999
91196,A,0.001
46483,A,0.999
28667,A,0.001
23079,A,0.999
58649,A,0.001
64041,A,0.001
55689,A,0.001
81716,A,0.999
58514,A,0.520453474125822
20052,A,0.75
53456,A,0.999
2512,A,0.001
86890,A,0.001
81192,A,0.999
66417,A,0.001
8419,A,0.999
32564,A,0.001
34393,A,0.999
7057,A,0.412809790630006
50304,A,0.999
41824,A,0.001
70043,A,0.001
94091,A,0.001
11420,A,0.25
68757,A,0.999
75702,A,0.999
92710,A,0.999
28071,A,0.999
24826,A,0.001
89112,A,0.999
18848,A,0.25
55655,A,0.001
79168,A,0.492957775892022
66354,A,0.458908769114584
67873,A,0.001
75991,A,0.999
40607,A,0.75
20723,A,0.562199151569803
13357,A,0.001
46355,A,0.001
80064,A,0.001
45404,A,0.999
99619,A,0.001
91842,A,0.999
61780,A,0.25
46707,A,0.001
59117,A,0.999
40088,A,0.999
98613,A,0.25
41865,A,0.001
99381,A,0.999
76302,A,0.999
25079,A,0.999
38637,A,0.001
7085,A,0.549185564998287
47240,A,0.001
30848,A,0.001
68880,A,0.999
3933,A,0.614837815908137
28133,A,0.001
45840,A,0.999
9811,A,0.25
24911,A,0.25
65077,A,0.25
97989,A,0.001
49381,A,0.001
14742,A,0.999
76405,A,0.75
26246,A,0.25
73638,A,0.001
90149,A,0.001
74776,A,0.999
23857,A,0.001
9767,A,0.25
94303,A,0.999
28389,A,0.999
42001,A,0.25
73136,A,0.001
60149,A,0.001
64068,A,0.999
18411,A,0.999
59054,A,0.999
54001,A,0.999
21606,A,0.001
19058,A,0.001
54507,A,0.999
81475,A,0.999
1209,A,0.999
37778,A,0.999
58313,A,0.001
77647,A,0.999
90585,A,0.25
38122,A,0.001
29569,A,0.534405078189666
48213,A,0.999
37362,A,0.25
35991,A,0.999
74959,A,0.999
99581,A,0.001
3444,A,0.001
74333,A,0.524810917074192
2838,A,0.001
8769,A,0.999
66152,A,0.999
88972,A,0.001
15432,A,0.001
60226,A,0.999
93307,A,0.001
1043,A,0.999
64226,A,0.999
94436,A,0.487131572490263
29553,A,0.999
81945,A,0.001
87620,A,0.001
64084,A,0.547857684000321
88535,A,0.001
81696,A,0.999
5687,A,0.442791360867254
77318,A,0.999
10201,A,0.001
17155,A,0.999
6959,A,0.25
20606,A,0.001
67869,A,0.999
64148,A,0.75
87863,A,0.25
72203,A,0.999
90472,A,0.424730034697921
46139,A,0.603423961090071
28820,A,0.001
660,A,0.999
50128,A,0.001
14080,A,0.999
98484,A,0.25
76273,A,0.001
12885,A,0.001
94320,A,0.999
785,A,0.999
82413,A,0.75
78631,A,0.999
96083,A,0.001
6557,A,0.539084217686688
55623,A,0.001
41251,A,0.999
62568,A,0.520653518374469
84230,A,0.001
7826,A,0.75
42891,A,0.999
86566,A,0.999
56351,A,0.999
9025,A,0.999
5894,A,0.999
45615,A,0.542006651203323
68718,A,0.490531483899471
75526,A,0.001
6492,A,0.999
73986,A,0.001
26235,A,0.001
51374,A,0.594690997509559
70724,A,0.999
41169,A,0.42310476952919
25629,A,0.001
8214,A,0.999
36388,A,0.423949657775803
4976,A,0.999
47315,A,0.607931850846176
67361,A,0.001
5604,A,0.001
39158,A,0.001
96990,A,0.999
35481,A,0.999
59977,A,0.999
46094,A,0.001
90815,A,0.75
77546,A,0.75
45543,A,0.001
94745,A,0.999
18152,A,0.001
21957,A,0.999
34896,A,0.001
60345,A,0.001
88171,A,0.999
57138,A,0.001
29731,A,0.25
21872,A,0.75
34752,A,0.001
43648,A,0.001
59418,A,0.999
2750,A,0.527138885336031
98849,A,0.001
19119,A,0.51603405806127
43038,A,0.999
35647,A,0.001
17005,A,0.52459217481792
49799,A,0.999
53105,A,0.001
44158,A,0.25
63338,A,0.414319998442858
13672,A,0.001
57923,A,0.001
17903,A,0.999
44083,A,0.999
16651,A,0.25
6279,A,0.001
38101,A,0.001
85849,A,0.999
83937,A,0.75
29551,A,0.427207502691868
35569,A,0.001
12980,A,0.001
7750,A,0.001
86699,A,0.001
61766,A,0.75
69945,A,0.999
6611,A,0.001
78316,A,0.999
88380,A,0.001
93904,A,0.25
45527,A,0.001
71884,A,0.999
62524,A,0.001
78282,A,0.999
73151,A,0.529534234671816
55951,A,0.001
97658,A,0.999
43145,A,0.75
23957,A,0.001
73480,A,0.75
65481,A,0.999
72696,A,0.001
85474,A,0.001
3912,A,0.999
39833,A,0.999
86005,A,0.001
92325,A,0.001
43698,A,0.001
62309,A,0.999
15287,A,0.999
89548,A,0.001
52506,A,0.999
8140,A,0.25
27895,A,0.999
62759,A,0.001
3262,A,0.25
68061,A,0.563151467264398
89417,A,0.999
66661,A,0.401578396497143
55643,A,0.999
76669,A,0.999
79866,A,0.999
91322,A,0.001
99536,A,0.001
65627,A,0.001
12573,A,0.999
66579,A,0.999
66045,A,0.531133954530852
60123,A,0.001
8400,A,0.001
95946,A,0.001
43194,A,0.999
13316,A,0.42712622141555
99550,A,0.999
20599,A,0.001
13064,A,0.999
83903,A,0.999
267,A,0.001
5099,A,0.001
94293,A,0.999
43440,A,0.001
79924,A,0.630146183577118
28022,A,0.001
19153,A,0.999
89102,A,0.999
74201,A,0.999
39368,A,0.999
64715,A,0.393360977078991
76056,A,0.999
59038,A,0.75
10603,A,0.001
4394,A,0.001
90778,A,0.001
45553,A,0.001
80626,A,0.75
12006,A,0.001
14782,A,0.999
36195,A,0.999
85390,A,0.001
14226,A,0.611629936978947
41527,A,0.001
16298,A,0.75
87820,A,0.460376121625487
61775,A,0.001
40699,A,0.001
58585,A,0.506381201030704
14182,A,0.001
42925,A,0.999
17082,A,0.001
18658,A,0.450209536564157
85652,A,0.999
47217,A,0.001
46276,A,0.999
2790,A,0.999
15092,A,0.25
31265,A,0.999
32918,A,0.25
4541,A,0.999
38735,A,0.001
33090,A,0.540015098999517
48050,A,0.999
44967,A,0.001
3040,A,0.999
56213,A,0.001
5972,A,0.75
54455,A,0.571874430698249
32152,A,0.999
35683,A,0.999
77965,A,0.444777496647004
18953,A,0.001
31986,A,0.75
67307,A,0.001
65513,A,0.999
83002,A,0.001
73191,A,0.001
47610,A,0.25
36287,A,0.999
15441,A,0.001
54606,A,0.999
87717,A,0.999
48016,A,0.999
43687,A,0.999
20254,A,0.001
92560,A,0.001
67644,A,0.999
92049,A,0.001
49663,A,0.001
80185,A,0.001
40978,A,0.616944859466288
72440,A,0.999
4581,A,0.999
16550,A,0.001
59055,A,0.999
230,A,0.999
32651,A,0.999
39672,A,0.999
25033,A,0.999
40852,A,0.25
90454,A,0.001
57240,A,0.001
53808,A,0.999
98736,A,0.999
45793,A,0.999
44325,A,0.25
55668,A,0.75
6867,A,0.75
92211,A,0.343266806917577
15534,A,0.999
38075,A,0.001
38486,A,0.999
82940,A,0.75
2808,A,0.25
65990,A,0.25
50799,A,0.001
41402,A,0.999
16082,A,0.25
51668,A,0.515887204667208
10187,A,0.999
89254,A,0.001
84081,A,0.508747741560532
27662,A,0.001
89691,A,0.001
35283,A,0.001
93585,A,0.001
75940,A,0.999
60736,A,0.999
44728,A,0.42862840569019
25250,A,0.580530103040269
12561,A,0.75
18141,A,0.390663228752939
49237,A,0.999
62814,A,0.75
89485,A,0.603426673915389
99253,A,0.001
2860,A,0.999
221,A,0.999
21839,A,0.999
63078,A,0.999
80390,A,0.001
28555,A,0.595425105166341
41895,A,0.999
58770,A,0.001
2745,A,0.519309709938545
81567,A,0.999
52424,A,0.579862067076297
45535,A,0.999
60435,A,0.001
35089,A,0.50058115225233
75394,A,0.999
24842,A,0.001
78661,A,0.999
20838,A,0.999
81858,A,0.552911230131381
66337,A,0.540174637654717
64128,A,0.999
60246,A,0.537379531552613
44024,A,0.25
23893,A,0.001
20791,A,0.25
12106,A,0.001
52677,A,0.999
33382,A,0.001
86132,A,0.75
57663,A,0.999
21909,A,0.999
33550,A,0.999
43840,A,0.25
59195,A,0.001
93862,A,0.421368382323603
43382,A,0.999
19492,A,0.999
56194,A,0.598003614397628
33131,A,0.001
35960,A,0.999
43806,A,0.999
98436,A,0.999
63199,A,0.999
98745,A,0.999
22871,A,0.999
46012,A,0.502048913005865
86923,A,0.999
71002,A,0.999
74023,A,0.999
56632,A,0.999
63818,A,0.999
4807,A,0.75
75680,A,0.001
76354,A,0.499230519386278
5708,A,0.562908598622431
88848,A,0.001
3537,A,0.001
59144,A,0.001
33007,A,0.001
63009,A,0.566394491726246
28498,A,0.453618708680261
19959,A,0.551988304131515
60754,A,0.001
48802,A,0.001
41462,A,0.75
42117,A,0.999
65165,A,0.527797323200099
11941,A,0.001
48456,A,0.60170853828411
4535,A,0.999
1366,A,0.999
47976,A,0.75
19330,A,0.001
38309,A,0.25
70381,A,0.001
17411,A,0.001
56764,A,0.001
38456,A,0.001
34162,A,0.001
86516,A,0.001
62070,A,0.001
12036,A,0.001
46627,A,0.001
29274,A,0.25
3553,A,0.564377463706068
98243,A,0.644418718192389
93942,A,0.75
8464,A,0.568935579021521
91342,A,0.999
72497,A,0.001
50899,A,0.999
6303,A,0.999
67040,A,0.999
84312,A,0.75
81357,A,0.001
61559,A,0.51062575634689
86906,A,0.63468834695112
68513,A,0.001
3456,A,0.999
725,A,0.999
37259,A,0.001
22907,A,0.999
48090,A,0.001
13968,A,0.999
51455,A,0.376521889659744
72520,A,0.999
22304,A,0.999
8949,A,0.001
86971,A,0.001
32642,A,0.999
22234,A,0.999
39697,A,0.999
932,A,0.999
49038,A,0.590087020822198
45469,A,0.001
30820,A,0.46904787587916
50972,A,0.999
13406,A,0.999
63282,A,0.999
60316,A,0.397381284852279
94567,A,0.25
85843,A,0.472264890470085
60578,A,0.001
50428,A,0.999
36829,A,0.999
78344,A,0.001
22196,A,0.25
46503,A,0.001
49357,A,0.999
37964,A,0.001
15078,A,0.390044321029722
45286,A,0.999
70158,A,0.75
10848,A,0.999
18261,A,0.25
91873,A,0.50742776000353
56498,A,0.999
30711,A,0.45720978803947
33118,A,0.999
8112,A,0.999
41498,A,0.999
60533,A,0.001
40373,A,0.556199399109001
36545,A,0.999
12864,A,0.999
66967,A,0.999
41519,A,0.001
31048,A,0.001
69800,A,0.001
5038,A,0.48832470153262
35416,A,0.001
70186,A,0.001
56784,A,0.999
57397,A,0.999
75381,A,0.75
43423,A,0.518631998401528
34121,A,0.999
12622,A,0.517384423719578
36067,A,0.999
43968,A,0.001
80775,A,0.001
74444,A,0.001
52855,A,0.60817405425345
46637,A,0.001
51796,A,0.001
11709,A,0.001
56937,A,0.001
23476,A,0.511841632476133
15941,A,0.001
24879,A,0.999
76743,A,0.999
11975,A,0.25
38705,A,0.999
91424,A,0.999
42455,A,0.999
34359,A,0.999
89646,A,0.001
56352,A,0.001
42540,A,0.001
59884,A,0.999
75512,A,0.001
86932,A,0.999
82092,A,0.572895557544699
40854,A,0.490811888751509
56876,A,0.999
27885,A,0.545591715248856
76810,A,0.001
2206,A,0.999
5025,A,0.999
20337,A,0.999
73862,A,0.618481475611568
34721,A,0.001
14832,A,0.999
77530,A,0.001
40693,A,0.001
35141,A,0.001
33981,A,0.999
60567,A,0.001
53640,A,0.001
68099,A,0.999
67540,A,0.527269972339874
61577,A,0.999
26950,A,0.999
35235,A,0.614466227136768
84826,A,0.999
5530,A,0.999
23912,A,0.75
68906,A,0.001
66262,A,0.999
12108,A,0.25
68935,A,0.999
18052,A,0.567091507506103
85755,A,0.999
34857,A,0.75
49754,A,0.999
66753,A,0.999
49910,A,0.001
68303,A,0.25
48597,A,0.001
2323,A,0.419798534018238
23840,A,0.001
62539,A,0.999
40286,A,0.001
65245,A,0.999
86958,A,0.25
97558,A,0.553146714127236
51019,A,0.001
50202,A,0.587645284514627
31331,A,0.001
88903,A,0.001
64566,A,0.999
99292,A,0.999
25300,A,0.25
96830,A,0.999
20270,A,0.75
3397,A,0.999
77127,A,0.25
37989,A,0.001
73494,A,0.001
65405,A,0.489997675737617
92339,A,0.001
52253,A,0.999
4929,A,0.999
49642,A,0.25
65611,A,0.001
4590,A,0.54799836679766
39006,A,0.001
3383,A,0.474619717219607
17888,A,0.999
33061,A,0.556201280870668
82631,A,0.999
70176,A,0.001
28260,A,0.001
19346,A,0.999
57625,A,0.001
92013,A,0.001
11944,A,0.001
11713,A,0.999
17874,A,0.001
43380,A,0.001
19517,A,0.001
11065,A,0.001
45484,A,0.366662367254001
60440,A,0.001
61900,A,0.999
51020,A,0.999
23505,A,0.572257731563698
74652,A,0.999
98980,A,0.472340485372424
8304,A,0.75
66351,A,0.551285215853443
53502,A,0.001
49622,A,0.397105785922573
6029,A,0.25
86410,A,0.75
47718,A,0.999
83885,A,0.999
47022,A,0.001
88325,A,0.75
16873,A,0.001
3054,A,0.999
21354,A,0.25
1563,A,0.999
16083,A,0.001
67473,A,0.432919110090414
92298,A,0.001
85790,A,0.999
39085,A,0.999
42613,A,0.001
46333,A,0.25
56915,A,0.999
93443,A,0.999
85028,A,0.999
77790,A,0.999
66189,A,0.999
17245,A,0.620914439020247
86944,A,0.001
75630,A,0.999
44929,A,0.001
66894,A,0.001
37321,A,0.999
7714,A,0.999
35011,A,0.597776596798359
4311,A,0.001
7821,A,0.478950085873568
8842,A,0.001
83036,A,0.001
73180,A,0.999
65848,A,0.25
12542,A,0.001
3414,A,0.999
18706,A,0.48079659286998
23120,A,0.999
4539,A,0.999
98487,A,0.479809184212684
7800,A,0.999
59644,A,0.999
20989,A,0.001
17544,A,0.999
93730,A,0.001
74202,A,0.999
76238,A,0.999
78173,A,0.999
2565,A,0.999
87587,A,0.999
93887,A,0.999
73793,A,0.75
54423,A,0.999
58847,A,0.001
44563,A,0.001
46263,A,0.999
60169,A,0.001
75335,A,0.999
32383,A,0.999
60434,A,0.001
16109,A,0.001
59377,A,0.001
49738,A,0.44759578724015
70468,A,0.001
80658,A,0.001
51377,A,0.999
44620,A,0.25
81925,A,0.999
29112,A,0.75
3639,A,0.461849313996657
93231,A,0.999
82461,A,0.999
77867,A,0.999
59318,A,0.475138291941425
79732,A,0.001
14802,A,0.999
54352,A,0.999
96374,A,0.468563176944291
89410,A,0.999
85151,A,0.001
11625,A,0.25
63602,A,0.001
50632,A,0.999
42552,A,0.999
67693,A,0.25
94489,A,0.999
99758,A,0.001
69231,A,0.999
95851,A,0.48208542221525
17911,A,0.25
73503,A,0.999
60143,A,0.491301503384931
52985,A,0.001
12165,A,0.001
98870,A,0.001
52939,A,0.001
35998,A,0.50672591518225
58521,A,0.001
71004,A,0.001
12666,A,0.999
29726,A,0.999
36415,A,0.001
52294,A,0.3749826379668
62509,A,0.001
58156,A,0.001
29103,A,0.999
71134,A,0.501059833374876
45311,A,0.63669916617165
84266,A,0.999
48796,A,0.999
45987,A,0.001
22203,A,0.999
61825,A,0.25
8704,A,0.43036444115199
71171,A,0.001
1100,A,0.001
29001,A,0.421469071812146
79676,A,0.001
64641,A,0.001
9439,A,0.413708702912283
36631,A,0.487429078675643
62228,A,0.999
56678,A,0.379478766367587
90084,A,0.001
47195,A,0.75
48687,A,0.579016954282873
85794,A,0.999
37997,A,0.521030520169995
40199,A,0.999
65685,A,0.999
16588,A,0.001
37501,A,0.999
62343,A,0.999
76977,A,0.999
12254,A,0.001
76921,A,0.999
6414,A,0.25
68601,A,0.25
29862,A,0.515053451064469
6709,A,0.999
47020,A,0.999
25859,A,0.999
98972,A,0.001
48234,A,0.001
48331,A,0.001
81888,A,0.001
72276,A,0.75
80764,A,0.999
1779,A,0.999
87526,A,0.999
41550,A,0.509964504930647
3777,A,0.001
51273,A,0.999
50906,A,0.999
33265,A,0.999
65913,A,0.999
36233,A,0.001
27033,A,0.001
9351,A,0.999
45513,A,0.001
12452,A,0.001
89096,A,0.999
59485,A,0.001
63588,A,0.001
80492,A,0.001
74640,A,0.75
55352,A,0.999
14917,A,0.001
31422,A,0.488892636681806
16114,A,0.36878190996644
69118,A,0.999
69424,A,0.999
27588,A,0.999
4613,A,0.485570726154673
75371,A,0.999
90559,A,0.485654480504977
51169,A,0.25
20700,A,0.999
19679,A,0.001
10982,A,0.001
99023,A,0.501459218719375
1074,A,0.001
45237,A,0.999
19655,A,0.407612844235804
16383,A,0.471308646508265
60375,A,0.519813612543328
43983,A,0.999
56867,A,0.999
86105,A,0.001
66452,A,0.001
69895,A,0.25
18522,A,0.001
15578,A,0.999
30684,A,0.999
18484,A,0.999
60556,A,0.999
22385,A,0.999
30723,A,0.999
95732,A,0.001
10707,A,0.436740117351871
16245,A,0.999
9243,A,0.999
23523,A,0.999
61474,A,0.001
56714,A,0.999
47054,A,0.001
30558,A,0.454569104308775
92973,A,0.999
6110,A,0.001
65681,A,0.75
12089,A,0.001
46853,A,0.999
43585,A,0.999
53575,A,0.999
8592,A,0.001
6349,A,0.999
41386,A,0.388964525539369
65522,A,0.999
73952,A,0.001
25379,A,0.001
44963,A,0.999
44758,A,0.25
78784,A,0.507595655050889
35085,A,0.001
72890,A,0.999
83856,A,0.001
99967,A,0.426998975020917
20447,A,0.608822742911631
51499,A,0.999
76209,A,0.584157502571787
60859,A,0.999
23118,A,0.999
72390,A,0.571835698390682
80424,A,0.999
74456,A,0.001
91007,A,0.001
87804,A,0.001
29605,A,0.001
68617,A,0.75
59588,A,0.001
7178,A,0.001
92329,A,0.999
63819,A,0.75
54800,A,0.999
55898,A,0.412971202781823
85821,A,0.999
85328,A,0.999
56524,A,0.999
18802,A,0.25
24385,A,0.432801537321389
34118,A,0.75
26354,A,0.999
39767,A,0.999
19935,A,0.999
95475,A,0.999
69654,A,0.001
85256,A,0.999
70726,A,0.999
48707,A,0.526821667612825
61481,A,0.999
8727,A,0.75
20209,A,0.999
36703,A,0.999
25988,A,0.583191216284674
9554,A,0.001
297,A,0.25
45636,A,0.25
73825,A,0.543843133728405
16586,A,0.001
45045,A,0.001
69158,A,0.001
61308,A,0.001
74288,A,0.999
89914,A,0.500568199999698
97932,A,0.001
19594,A,0.507860417526711
18284,A,0.999
76378,A,0.001
91650,A,0.548634507547182
47581,A,0.999
63857,A,0.001
37132,A,0.001
38350,A,0.999
17006,A,0.999
6443,A,0.999
28314,A,0.999
69128,A,0.999
81717,A,0.001
45777,A,0.999
54813,A,0.001
62943,A,0.001
204,A,0.75
46543,A,0.001
41270,A,0.999
57912,A,0.479268326876985
12287,A,0.999
76061,A,0.999
93373,A,0.001
45363,A,0.001
63354,A,0.499407848537068
20191,A,0.001
13312,A,0.504946533618311
26079,A,0.001
24355,A,0.999
80999,A,0.001
23895,A,0.001
77506,A,0.75
45088,A,0.001
77108,A,0.999
34734,A,0.518116378032098
6993,A,0.001
44763,A,0.001
32052,A,0.498550118093326
30081,A,0.999
49043,A,0.999
80837,A,0.536130678457064
37827,A,0.001
43793,A,0.999
98841,A,0.75
64193,A,0.75
68085,A,0.999
71280,A,0.75
43398,A,0.999
73551,A,0.999
62344,A,0.501826076734759
11100,A,0.75
57655,A,0.001
86544,A,0.551091578321491
61065,A,0.001
47003,A,0.562932138709363
47982,A,0.001
70435,A,0.001
43990,A,0.999
96486,A,0.999
35768,A,0.487624770028922
37536,A,0.001
94094,A,0.429438680408895
27449,A,0.75
75914,A,0.552273958078819
95613,A,0.001
95989,A,0.25
72467,A,0.001
52349,A,0.999
67596,A,0.999
32670,A,0.421382999112102
30261,A,0.514527137317399
70244,A,0.25
19424,A,0.001
59906,A,0.001
52482,A,0.001
64996,A,0.001
9366,A,0.001
71609,A,0.001
18698,A,0.001
4519,A,0.999
92485,A,0.001
21038,A,0.999
40842,A,0.576104711760919
62363,A,0.999
62728,A,0.999
25309,A,0.999
53858,A,0.75
92294,A,0.999
21171,A,0.999
39550,A,0.999
6438,A,0.25
29214,A,0.999
66911,A,0.001
90386,A,0.999
97441,A,0.75
81909,A,0.001
99542,A,0.617923422453003
68535,A,0.568944353086791
31131,A,0.54040581105984
93140,A,0.999
68555,A,0.001
15213,A,0.400564398219595
5152,A,0.999
13217,A,0.999
18143,A,0.001
2098,A,0.001
96275,A,0.001
6225,A,0.999
4254,A,0.001
3505,A,0.999
11253,A,0.999
28140,A,0.999
76395,A,0.25
10191,A,0.539187263865507
64523,A,0.25
55863,A,0.999
71066,A,0.001
24157,A,0.25
2797,A,0.001
10892,A,0.999
78202,A,0.25
75544,A,0.001
75114,A,0.001
50918,A,0.001
25686,A,0.001
39815,A,0.25
14383,A,0.001
25231,A,0.001
80970,A,0.001
84304,A,0.75
76910,A,0.999
93888,A,0.999
56896,A,0.999
9866,A,0.001
96403,A,0.999
80048,A,0.999
39028,A,0.999
48243,A,0.25
61918,A,0.427754213499289
37067,A,0.25
2152,A,0.001
59667,A,0.999
70245,A,0.25
5659,A,0.999
76222,A,0.001
91478,A,0.570215853474384
1549,A,0.001
30751,A,0.25
17900,A,0.001
57740,A,0.999
25597,A,0.75
9214,A,0.001
92127,A,0.999
18565,A,0.001
14143,A,0.999
42081,A,0.999
41617,A,0.25
16686,A,0.999
13237,A,0.999
74088,A,0.75
9584,A,0.001
37702,A,0.510971114405634
31287,A,0.001
51756,A,0.999
91706,A,0.614779944825419
96487,A,0.25
6833,A,0.001
40348,A,0.001
48779,A,0.001
25259,A,0.621572394733625
73107,A,0.472229466769222
32143,A,0.001
28482,A,0.001
49284,A,0.75
33787,A,0.999
3234,A,0.49092328806954
43161,A,0.001
45976,A,0.532667508494639
8822,A,0.999
13126,A,0.999
60274,A,0.999
42393,A,0.001
43681,A,0.527654538777164
50718,A,0.999
87156,A,0.001
79692,A,0.001
98477,A,0.25
86040,A,0.999
91430,A,0.999
2262,A,0.999
86781,A,0.999
31723,A,0.999
86703,A,0.25
82156,A,0.999
7064,A,0.001
36410,A,0.999
51431,A,0.999
85042,A,0.001
60175,A,0.999
27321,A,0.999
31168,A,0.999
23238,A,0.25
74209,A,0.25
38897,A,0.999
87930,A,0.999
60071,A,0.001
71151,A,0.432081620709643
6910,A,0.001
58540,A,0.001
72364,A,0.75
94682,A,0.411203757689475
75525,A,0.600606924953591
49352,A,0.584980323014894
9117,A,0.999
61383,A,0.001
75547,A,0.75
77017,A,0.999
90615,A,0.999
49922,A,0.999
63136,A,0.001
94010,A,0.999
62425,A,0.001
53730,A,0.001
29342,A,0.001
6044,A,0.25
22465,A,0.001
37322,A,0.001
74520,A,0.25
91999,A,0.999
13918,A,0.001
57932,A,0.999
21654,A,0.500558765246148
1030,A,0.999
80965,A,0.514832726550411
20821,A,0.001
62663,A,0.001
93250,A,0.999
50470,A,0.001
48618,A,0.461110877050732
85172,A,0.999
863,A,0.632356091486635
14829,A,0.001
25763,A,0.25
90135,A,0.25
3768,A,0.999
96307,A,0.455870472157033
33169,A,0.001
36151,A,0.25
67015,A,0.001
6850,A,0.563705051296206
24169,A,0.999
43335,A,0.999
90393,A,0.001
22213,A,0.999
42236,A,0.001
44470,A,0.001
22152,A,0.457720305930275
31845,A,0.001
30161,A,0.001
90831,A,0.001
15702,A,0.999
3292,A,0.001
96642,A,0.999
99850,A,0.999
95558,A,0.001
69198,A,0.999
29778,A,0.470703682627085
15986,A,0.999
50172,A,0.001
39312,A,0.001
84039,A,0.999
29896,A,0.420317819512705
64069,A,0.607132946529947
68082,A,0.001
66107,A,0.999
86292,A,0.446784593150489
1044,A,0.001
12076,A,0.75
27863,A,0.516258827015698
1659,A,0.001
15497,A,0.001
98698,A,0.001
12502,A,0.999
42926,A,0.75
4077,A,0.25
67411,A,0.999
42719,A,0.50757489665006
35218,A,0.25
99499,A,0.561391470526324
92203,A,0.25
30666,A,0.999
87612,A,0.001
18218,A,0.999
8661,A,0.552831067746373
31370,A,0.48034944153002
7914,A,0.001
43948,A,0.999
